"2025-07-20 01:00:00","25.13","31.75","clear sky","6.62"
"2025-07-20 01:00:00","25.32","31.75","clear sky","6.43"
"2025-07-20 17:00:00","25.45","31.38","few clouds","5.93"
"2025-07-20 17:00:00","25.30","30.86","broken clouds","5.56"
"2025-07-20 17:00","25.43","30.86","broken clouds","5.43"
"2025-07-20 18:00","25.92","31.75","clear sky","5.83"
